to	0.0129584	-0.0118755	-0.0180901	-0.0465431	0.0135144	-0.0220413	0.00634009	0.0241067	-0.0221107	0.00475984	-0.0390326	0.00101819	0.0305157	0.0193609	-0.0338943	-0.00341117	-0.0334445	0.0025805	0.0303297	-0.0052912	0.012562	0.000627098	-0.0211159	-0.00601866	0.0200048	-0.00167549	0.0220375	0.0136866	0.0340074	0.00783565	0.0340481	-0.0244193	-0.008151	0.0437047	0.000414094	0.0383257	-0.0386742	0.0152944	-0.0142583	-0.00184937	-0.0049185	0.00721091	-0.0163601	0.0172481	0.0165048	0.00836487	0.00243682	-0.0186306	-0.00597506	-0.0696243	0.00808498	-0.00931061	-0.0373115	-0.029629	0.014303	-0.0203002	-0.00354235	-0.0164437	0.0367101	-0.00975944	-0.00545827	0.0173821	-0.00738834	0.0182554	-0.0203147	0.0182876	-0.0103439	0.00726061	0.0244829	0.0111756	-0.0405457	0.0060499	-0.00824449	0.0071065	0.00186714	-0.0130114	0.0256863	0.0095989	0.000900091	-0.00887625	0.00918761	-0.00884136	0.053706	-0.0408598	-0.0155946	-0.0146752	-0.0103122	-0.0286771	-0.00818057	0.0132681	0.0235077	0.00135159	-0.0397795	-0.0205449	-0.00746285	0.0133856	0.00207903	0.0245365	0.0141306	0.00282036
from	-0.0148536	-0.0192432	-0.0108988	-0.0113444	0.00335972	-0.0024707	0.00841481	-0.00141481	-0.00766105	-0.0110707	-0.0291091	0.00154197	0.0158831	0.00619907	-0.0176607	-0.00953972	-0.0191005	0.00887923	-0.00154	-0.00449912	0.00720879	-0.0175613	-0.00631181	0.00101904	-0.00276155	0.00497724	-0.00516972	-0.00039745	0.0096148	0.00674269	-0.00945174	0.00346841	-0.0107499	0.00935488	0.000630201	-0.00683693	-0.0236599	0.00385103	-0.0138263	-0.00274683	-0.00277898	0.0193275	0.00155962	0.0197097	0.00280441	-0.00190121	-0.00863098	-0.00151303	0.00129404	-0.0418407	0.0134314	-0.0122325	-0.029987	-0.0241362	0.0112057	0.00383253	-0.00529597	-0.0272195	0.0191318	-0.00711004	-0.00724239	0.01781	0.00492157	0.0019185	-0.0170789	0.0115491	-0.0170956	0.0228421	0.0174265	-0.0048908	-0.0131483	0.0103917	-0.00685196	0.0159054	-0.0105337	-0.00654888	0.0203248	-0.000186474	-0.00580023	0.00221797	0.00714025	-0.0197531	0.0516635	0.00278505	-0.010985	-0.0167379	0.00956098	-0.0022095	-0.00654019	0.00717808	0.0159448	0.00500686	-0.0164709	-0.0158962	-0.00618877	0.00451957	0.0109097	0.00860579	-0.00884777	0.00330862
flights	0.0766585	-0.00181518	0.00765384	-0.0627584	-0.0106548	-0.0226443	-0.000797816	0.0491483	0.000914556	0.0373334	-0.0367114	-0.0182452	0.0174324	0.00490688	-0.0121585	0.0382804	-0.023228	0.0294096	0.0333909	-0.0271104	-0.0207187	0.0241693	-0.028217	-0.0229625	0.0204761	0.0104035	0.0421533	0.0596391	0.0569665	-0.0133585	0.0609298	-0.0561664	-0.00919498	0.10084	0.00565238	0.0791984	-0.0610927	0.0342075	0.026764	0.0255049	-0.0152338	-0.00626487	-0.0568298	-0.0347107	0.0439606	-0.0126686	0.0292306	-0.0306957	-0.0434621	-0.0835448	0.0109628	-0.000332309	-0.00594062	-0.0149844	0.022749	-0.0508654	0.00707716	0.00379186	0.0331314	0.0142971	0.0148729	-0.0074403	-0.0158909	0.086972	-0.0219526	0.0259786	0.0135235	-0.0217783	0.0452007	0.00977704	-0.0668449	-0.0248688	-0.0117755	-0.00985661	0.0294699	-0.028165	0.0452335	0.0406851	-0.0120111	-0.00223395	-0.0083554	0.0396827	0.0166258	-0.130459	-0.0522371	0.0152104	-0.0718036	-0.0436535	-0.0423103	0.0515567	0.0322477	0.00680993	-0.0606048	-0.020008	-0.0333849	0.00749302	-0.0250065	0.0430744	0.0525821	0.00478
the	0.00725642	-0.00548449	-0.016147	-0.00551362	-0.00197349	-0.015151	0.0177008	0.00582925	-0.0166219	-0.00317144	-0.00844674	-0.00404932	0.00679846	0.00305103	-0.00731678	0.00405052	-0.0170945	-0.00764311	0.00153903	-0.00330381	0.00500285	-0.00143543	0.00234936	0.00683178	0.00221243	-0.0101852	-0.00970056	0.0017037	-0.00131007	0.00621852	-0.00581658	0.00517398	-0.000528907	0.00758389	0.00279382	0.00326591	-0.0103761	-0.0042689	-0.00151513	-0.0109784	-0.0135007	-0.00195453	0.00327848	-0.00284123	0.00821711	0.00887807	-0.0113852	0.00573746	0.00906834	0.00690896	0.00495933	-0.00558412	0.00970144	-0.00372416	0.00634306	-0.00494318	0.00344546	-0.0011647	0.0106517	-0.00516749	0.0106884	-0.0107348	0.00557267	-0.00325967	-0.00628883	-0.00675947	0.000163407	0.00266113	0.0124659	-0.00329153	0.00696219	0.00413161	-0.00538177	0.00607327	-0.00316985	-0.0136167	-0.00193896	-0.00618046	-0.00192658	0.00202878	0.00931104	-0.00193422	0.00775574	-0.00119548	0.00202456	-0.00524387	0.00348614	-0.0027108	-0.00994744	-0.00897488	0.011448	-0.00464124	-0.000543501	-0.013092	0.00194181	0.00940493	-0.00799321	-4.15902e-05	-0.00436228	0.000917509
on	0.0182953	0.0114648	0.0089308	-0.0291655	-0.0329607	0.00929212	0.00397407	0.0177392	0.00453603	0.00425847	0.00575354	-0.00717749	-0.0114906	0.00612791	0.00396801	0.00454496	-0.00802656	0.000198547	-9.48762e-06	-0.0097621	0.00364018	0.0046232	-0.0101262	0.0022566	0.0014292	-0.00296712	0.0171918	-7.44577e-05	-0.00206822	0.00737012	0.0119606	0.00799037	-0.00231136	0.00954762	0.0131621	-0.00201936	-0.00514352	0.0175001	0.0135664	0.00397005	0.00240216	-0.036317	-0.0137411	0.003213	0.00830264	-0.00101108	0.0145275	0.00644192	0.00918798	0.00213801	0.00743487	0.0022584	0.0202198	0.00824646	0.0104644	-0.0255468	0.015896	0.0399515	0.00493102	0.0200484	0.00971014	-0.00837032	0.00821627	0.0265475	-0.00120081	-0.0146968	0.0106044	-0.0151343	0.0089596	-0.0107365	-0.00160274	-0.0153095	0.000545803	-0.0182622	0.00755642	-0.0189571	-0.00208403	-0.00195408	-0.00242029	-0.00885788	-0.00141162	0.0215412	-0.0168072	-0.0178241	0.00246055	0.0139875	-0.0108512	0.000656815	-0.0152841	0.00634505	0.00640392	-0.00281382	0.0127021	-0.00282114	0.000912387	0.00333435	-0.00230409	0.000346003	0.020847	0.010462
what	-0.00460672	-0.00760469	0.00427395	-0.0181056	-0.00936633	0.0145326	0.00224348	0.00708706	-0.0158828	0.0106487	-0.000747728	0.00122204	0.0126101	-0.00330852	-0.00349501	-0.00610211	-0.0138652	0.0051255	-0.00528952	-0.00558295	-0.0125344	-0.00202434	-0.013782	0.0124535	0.0019316	0.00292992	0.00502542	0.000580634	-0.000426837	0.00224417	0.000902651	-0.00491796	-0.00130546	-0.000477214	-0.0155455	0.00246396	-0.0188123	0.00660873	-0.0140142	0.00769538	0.00670662	-0.00156289	-0.00118406	0.0172746	-0.0116933	-0.0184478	0.00216602	-0.0116898	-0.00179454	-0.0070586	0.000647318	-0.000809498	0.00224383	0.00491437	-0.000881069	0.000902846	-0.000976349	-0.000260041	-0.00448886	-0.00829993	0.00774363	0.0124773	0.00230051	0.0261124	-0.00152844	-0.00312714	-0.00240807	0.0113851	-0.00218587	0.0085489	-0.00701769	0.0013596	-0.00468314	-0.00404796	0.00598233	0.0110784	0.00734217	0.0119576	0.00024308	0.0073579	-0.00260164	0.00953055	0.00252304	-0.0239703	-0.00272783	0.00572905	-0.00263415	-0.00453234	0.0102354	0.00565828	0.00552415	0.00704989	-0.0118381	0.00415893	0.00562633	0.0198728	0.00205044	-0.00265688	0.00993746	0.0043041
me	0.0146524	-0.00274705	0.00870439	0.000508466	0.0199336	-0.00910198	-0.00805685	-0.00474702	0.0107624	0.0131688	-0.00963634	-0.00262485	0.00458399	-0.00142738	-0.00324174	0.00209541	0.00448646	-0.00145576	0.0174155	0.00372944	0.00864355	-0.00762516	-0.00638253	-0.0125828	0.00557109	-0.00136148	0.0122498	0.00692322	0.0217443	-0.00197237	0.0156246	-0.0136511	0.00705875	0.0207646	-0.0153949	0.0318206	0.0101166	-4.29094e-05	-0.0049431	0.00189989	-0.0055884	0.0111479	-0.0103308	0.00559875	0.00723051	-0.00624532	0.000350857	0.00459389	-0.0170358	-0.00895741	-0.00296217	-0.00593614	-0.0125956	-0.00860737	0.00538657	-0.00694129	-0.00519856	-0.00530563	0.021478	0.00165445	-0.00438235	0.00891252	-0.00932006	0.00842359	0.00256204	0.0122675	0.00151735	-0.00173018	0.011819	-0.00129985	-0.0150838	0.00114439	0.00456384	0.00316742	-0.000652347	0.00660007	-0.00292904	-0.00484565	0.00707525	-0.00912584	-0.012366	0.000631011	0.0133064	-0.0159528	-0.00940422	-0.00438561	-0.00625146	-0.00334158	-0.0032112	0.00516182	-0.0121012	0.00699352	-0.0110188	0.00150069	-0.00462612	-0.00327815	-1.02561e-05	0.0134894	0.00607572	0.00227664
flight	0.0676999	0.00647079	0.00163163	-0.0446418	-0.0149992	-0.031297	0.0144679	0.0435004	-0.0213253	0.0357104	-0.0136682	-0.0158949	0.00897561	0.00815984	-0.000672131	0.0396746	-0.0203752	0.00544	0.0364357	-0.0197146	-0.0111878	0.0294343	-0.0116343	-0.00774341	0.0192633	-0.00827482	0.0267962	0.034217	0.0239828	-0.00792223	0.0487096	-0.0464976	0.00582015	0.0662962	0.00872246	0.0667306	-0.0338425	0.0108479	0.0227185	0.00195277	-0.018121	-0.02154	-0.0325491	-0.0419267	0.0393592	0.00220257	0.0106476	-0.0275109	-0.0157717	-0.0253314	-0.00358397	0.00198973	0.0231713	-0.00192929	0.0132613	-0.0465512	0.0132939	0.00584775	0.0198321	-0.000745624	0.0190156	-0.0257086	-0.0187647	0.0525391	-0.0224892	0.00757548	0.0244275	-0.0336102	0.0264265	0.018384	-0.0335706	-0.0265196	-0.00840659	-0.0136423	0.0322873	-0.0272259	0.0161528	0.0269916	0.00249985	-0.00693835	-0.00175452	0.0326704	-0.00382217	-0.11243	-0.0179093	0.0059381	-0.0482994	-0.0465556	-0.0218945	0.0120524	0.0273595	-0.00531313	-0.0430706	-0.0211685	-0.00794156	0.017452	-0.0343545	0.0287815	0.0414388	0.00531504
boston	-0.000966282	-0.00198533	0.00747252	0.0138634	0.017354	-0.00696607	-0.00521551	-0.000200154	-0.00541083	0.0110344	-0.0048028	0.0064657	-0.000259426	-0.00367972	-0.0020989	-0.00568935	0.00266062	-0.0135323	0.00714886	0.00775088	0.00967514	0.00278133	-0.0037897	-0.00302234	0.010986	0.0093555	0.00279819	-0.00829976	-0.00494537	-0.0133667	0.0207898	-0.00792379	0.00772654	0.00243947	-0.00207219	0.014007	0.0153306	-0.0168408	-0.0155517	0.00893713	0.00458064	0.00793586	0.00382976	0.00855113	-0.00608907	-0.00255345	0.00299638	-0.00997069	0.00443681	-0.00396025	-0.00723402	0.0040225	-0.0116113	-0.00281006	0.0025211	0.00710617	-0.00034288	-0.0135437	0.00262089	-0.0145441	-0.00609134	0.000694722	-0.0148463	-0.000929568	-0.0102562	0.00972413	-0.00157065	-0.00323991	-0.00723108	0.0161187	-0.00411523	-0.00374624	-0.00336768	0.000668802	0.0107327	0.006641	0.000180956	-0.00285508	0.0140238	-0.00804141	-0.00571591	-0.00648299	0.0194052	-0.0113209	0.00537222	-0.00881625	-0.00423896	-0.0151659	0.0157361	-0.0069397	0.00169512	-0.0011577	-0.00890726	0.00134746	0.0040198	0.00591751	0.00251161	0.0054555	0.0126216	0.0040277
show	-0.0192368	-0.0124377	0.00905027	0.00214699	0.0101428	-0.00156551	0.00385291	-0.012211	0.0018061	-0.00897156	-0.0166642	0.0016992	0.00589958	-0.000564288	-0.010414	-0.0171634	-0.00420482	-0.00294313	-0.00316787	0.00136899	0.00842395	-0.0118647	-0.00480808	-0.00502864	-0.00273282	0.0034552	-0.00519242	-0.00470463	0.00738385	-0.00392119	-0.000433887	0.00726635	-0.00493669	-0.000986901	-0.0113127	-0.000939251	0.00306552	-0.00717036	-0.0120254	0.00735179	0.00327836	0.0169744	0.00230863	0.0233773	-0.00518562	-0.0117017	-0.00158033	0.00309039	-0.00854642	-0.0124538	0.00514905	-0.0112018	-0.0208958	-0.0129584	0.00313716	0.0126892	-0.00284965	-0.0120934	0.0130005	-0.00304532	-0.00602184	0.0121667	0.00125894	0.000553919	0.00456213	0.0119376	-0.0184574	0.00940683	0.0057671	0.00103472	0.000832881	0.00439677	0.00483896	0.00863102	-0.00574975	0.00314767	0.00357145	-0.00765862	0.0058021	-0.000270072	-0.00221652	-0.0129429	0.0235859	0.0166516	-0.00259596	-0.00561008	0.00671491	0.00579495	-1.76111e-05	-0.00307705	-0.00463852	0.000507437	-0.00161708	0.00460623	0.000175041	0.00325151	0.0138832	0.00377964	0.00426436	-0.00279838
